"Gene","Count","Phenotypes"
"Zm00001eb379840",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb379850",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb379950",1,"Fst_N_Sorghum"
"Zm00001eb380130",1,"TajimaD_Jarvis"
"Zm00001eb380140",1,"TajimaD_Jarvis"
"Zm00001eb380150",1,"Fst_N_maize"
"Zm00001eb380160",1,"Fst_N_maize"
"Zm00001eb380170",1,"Fst_N_maize"
"Zm00001eb380190",1,"Fst_NHx_sorghum"
"Zm00001eb380200",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb380300",1,"Fst_Jarvis"
"Zm00001eb380310",1,"Fst_Jarvis"
"Zm00001eb380320",1,"Fst_Jarvis"
"Zm00001eb380430",1,"Fst_N_maize"
"Zm00001eb380450",1,"Fst_N_maize"
"Zm00001eb380460",1,"Fst_N_Sorghum"
"Zm00001eb380500",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb380520",1,"Fst_N_maize"
"Zm00001eb380530",1,"Fst_N_maize"
"Zm00001eb380550",1,"Fst_N_maize"
"Zm00001eb380560",1,"Fst_N_maize"
"Zm00001eb380640",1,"FarmCPU_envGWAS_N"
"Zm00001eb380650",1,"FarmCPU_envGWAS_N"
"Zm00001eb380670",1,"FarmCPU_envGWAS_N"
"Zm00001eb380690",1,"Fst_N_maize"
"Zm00001eb380700",1,"FarmCPU_envGWAS_N"
"Zm00001eb380710",1,"FarmCPU_envGWAS_N"
"Zm00001eb380770",1,"Fst_NHx_sorghum"
"Zm00001eb380810",1,"Fst_N_maize"
"Zm00001eb380820",1,"Fst_N_maize"
"Zm00001eb380850",1,"Fst_N_maize"
"Zm00001eb380920",1,"Fst_N_maize"
"Zm00001eb380940",1,"Fst_N_maize"
"Zm00001eb380950",1,"Fst_N_maize"
"Zm00001eb380970",1,"Fst_N_maize"
"Zm00001eb380980",1,"Fst_N_maize"
"Zm00001eb380990",1,"Fst_N_maize"
"Zm00001eb381040",1,"Fst_N_maize"
"Zm00001eb381090",1,"Fst_NHx_sorghum"
"Zm00001eb381110",1,"Fst_NHx_maize"
"Zm00001eb381130",1,"FarmCPU_envGWAS_N"
"Zm00001eb381150",1,"Fst_Jarvis"
"Zm00001eb381210",1,"Fst_N_maize"
"Zm00001eb381520",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb381620",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb381640",1,"Fst_NHx_sorghum"
"Zm00001eb381650",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb381860",1,"Fst_Jarvis"
"Zm00001eb381870",1,"Fst_Jarvis"
"Zm00001eb381880",1,"Fst_Jarvis"
"Zm00001eb381890",1,"Fst_Jarvis"
"Zm00001eb381900",1,"Fst_Jarvis"
"Zm00001eb381910",1,"Fst_Jarvis"
"Zm00001eb381930",1,"Fst_Jarvis"
"Zm00001eb381960",1,"Fst_N_Sorghum"
"Zm00001eb382010",1,"Fst_N_Sorghum"
"Zm00001eb382140",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb382160",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb382290",1,"Fst_N_Sorghum"
"Zm00001eb382340",1,"Fst_N_maize"
"Zm00001eb382350",1,"Fst_N_maize"
"Zm00001eb382420",1,"Fst_Jarvis"
"Zm00001eb382430",1,"Fst_Jarvis"
"Zm00001eb382440",1,"Fst_Jarvis"
"Zm00001eb382450",1,"Fst_Jarvis"
"Zm00001eb382460",1,"Fst_Jarvis"
"Zm00001eb382480",1,"Fst_Jarvis"
"Zm00001eb382490",1,"Fst_Jarvis"
"Zm00001eb382520",1,"TajimaD_Jarvis"
"Zm00001eb382580",1,"TajimaD_Jarvis"
"Zm00001eb382600",1,"TajimaD_Jarvis"
"Zm00001eb382640",1,"TajimaD_Jarvis"
"Zm00001eb382650",1,"TajimaD_Jarvis"
"Zm00001eb382690",1,"TajimaD_Jarvis"
"Zm00001eb382700",1,"TajimaD_IndianChief"
"Zm00001eb382710",1,"TajimaD_Jarvis"
"Zm00001eb382720",1,"TajimaD_Jarvis"
"Zm00001eb382730",1,"TajimaD_Jarvis"
"Zm00001eb382740",1,"TajimaD_Jarvis"
"Zm00001eb382750",1,"TajimaD_Jarvis"
"Zm00001eb382760",1,"TajimaD_Jarvis"
"Zm00001eb382780",1,"TajimaD_Jarvis"
"Zm00001eb382820",1,"TajimaD_Jarvis"
"Zm00001eb382830",1,"TajimaD_Jarvis"
"Zm00001eb382840",1,"TajimaD_Jarvis"
"Zm00001eb382850",1,"TajimaD_Jarvis"
"Zm00001eb382860",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb382870",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb382900",1,"Fst_NHx_sorghum"
"Zm00001eb382970",1,"Fst_Jarvis"
"Zm00001eb382990",1,"Fst_Jarvis"
"Zm00001eb383060",1,"Fst_Jarvis"
"Zm00001eb383080",1,"Fst_Jarvis"
"Zm00001eb383090",1,"Fst_Jarvis"
"Zm00001eb383100",1,"Fst_Jarvis"
"Zm00001eb383120",1,"Fst_Jarvis"
"Zm00001eb383130",1,"Fst_Jarvis"
"Zm00001eb383140",1,"Fst_Jarvis"
"Zm00001eb383160",1,"Fst_Jarvis"
"Zm00001eb383170",1,"Fst_Jarvis"
"Zm00001eb383180",1,"Fst_Jarvis"
"Zm00001eb383190",1,"Fst_Jarvis"
"Zm00001eb383220",1,"Fst_Jarvis"
"Zm00001eb383230",1,"Fst_Jarvis"
"Zm00001eb383240",1,"Fst_Jarvis"
"Zm00001eb383250",1,"TajimaD_Jarvis"
"Zm00001eb383260",1,"TajimaD_Jarvis"
"Zm00001eb383270",1,"TajimaD_Jarvis"
"Zm00001eb383280",1,"TajimaD_Jarvis"
"Zm00001eb383290",1,"TajimaD_Jarvis"
"Zm00001eb383320",1,"TajimaD_Jarvis"
"Zm00001eb383370",1,"TajimaD_Jarvis"
"Zm00001eb383390",1,"Fst_NHx_sorghum"
"Zm00001eb383420",1,"TajimaD_Jarvis"
"Zm00001eb383430",1,"TajimaD_Jarvis"
"Zm00001eb383440",1,"TajimaD_Jarvis"
"Zm00001eb383450",1,"TajimaD_Jarvis"
"Zm00001eb383460",1,"TajimaD_Jarvis"
"Zm00001eb383470",1,"TajimaD_Jarvis"
"Zm00001eb383490",1,"TajimaD_Jarvis"
"Zm00001eb383500",1,"TajimaD_Jarvis"
"Zm00001eb383510",1,"TajimaD_Jarvis"
"Zm00001eb383520",1,"TajimaD_Jarvis"
"Zm00001eb383560",1,"TajimaD_Jarvis"
"Zm00001eb383570",1,"TajimaD_Jarvis"
"Zm00001eb383600",1,"TajimaD_Jarvis"
"Zm00001eb383610",1,"TajimaD_Jarvis"
"Zm00001eb383620",1,"TajimaD_Jarvis"
"Zm00001eb383640",1,"TajimaD_Jarvis"
"Zm00001eb383650",1,"TajimaD_Jarvis"
"Zm00001eb383680",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb383690",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb383790",1,"Fst_N_Sorghum"
"Zm00001eb383910",1,"Fst_Jarvis"
"Zm00001eb383930",1,"Fst_Jarvis"
"Zm00001eb383940",1,"Fst_Jarvis"
"Zm00001eb383950",1,"TajimaD_Jarvis"
"Zm00001eb384140",1,"TajimaD_Jarvis"
"Zm00001eb384150",1,"TajimaD_Jarvis"
"Zm00001eb384160",1,"TajimaD_Jarvis"
"Zm00001eb384210",1,"TajimaD_Jarvis"
"Zm00001eb384250",1,"Fst_NHx_sorghum"
"Zm00001eb384300",1,"Fst_N_Sorghum"
"Zm00001eb384360",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb384540",1,"Fst_Jarvis"
"Zm00001eb384590",1,"Fst_N_maize"
"Zm00001eb384600",1,"Fst_N_maize"
"Zm00001eb384610",1,"Fst_N_maize"
"Zm00001eb384620",1,"Fst_N_maize"
"Zm00001eb384660",1,"Fst_Jarvis"
"Zm00001eb384670",1,"Fst_Jarvis"
"Zm00001eb384710",1,"Fst_N_maize"
"Zm00001eb384720",1,"Fst_N_maize"
"Zm00001eb384730",1,"Fst_N_maize"
"Zm00001eb384740",1,"Fst_N_maize"
"Zm00001eb384750",1,"FarmCPU_envGWAS_N"
"Zm00001eb384760",1,"FarmCPU_envGWAS_N"
"Zm00001eb384780",1,"Fst_NHx_sorghum"
"Zm00001eb384830",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb384900",1,"FarmCPU_envGWAS_N"
"Zm00001eb384910",1,"FarmCPU_envGWAS_N"
"Zm00001eb384930",1,"FarmCPU_envGWAS_N"
"Zm00001eb384960",1,"Fst_NHx_maize"
"Zm00001eb384970",1,"Fst_NHx_maize"
"Zm00001eb384990",1,"Fst_N_Sorghum"
"Zm00001eb385020",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb385060",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb385100",1,"Fst_NHx_sorghum"
"Zm00001eb385140",1,"Fst_NHx_maize"
"Zm00001eb385280",1,"FarmCPU_envGWAS_N"
"Zm00001eb385290",1,"FarmCPU_envGWAS_N"
"Zm00001eb385310",1,"Fst_NHx_maize"
"Zm00001eb385400",1,"Fst_NHx_sorghum"
"Zm00001eb385410",1,"Fst_N_maize"
"Zm00001eb385420",1,"Fst_N_maize"
"Zm00001eb385430",1,"Fst_N_maize"
"Zm00001eb385440",1,"Fst_N_maize"
"Zm00001eb385470",1,"Fst_IndianChief"
"Zm00001eb385520",1,"TajimaD_Jarvis"
"Zm00001eb385530",1,"TajimaD_Jarvis"
"Zm00001eb385550",1,"TajimaD_Jarvis"
"Zm00001eb385560",1,"TajimaD_Jarvis"
"Zm00001eb385600",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb385610",1,"Fst_N_maize"
"Zm00001eb385620",1,"TajimaD_Jarvis"
"Zm00001eb385630",1,"TajimaD_Jarvis"
"Zm00001eb385640",1,"TajimaD_Jarvis"
"Zm00001eb385680",1,"TajimaD_Jarvis"
"Zm00001eb385690",1,"TajimaD_Jarvis"
"Zm00001eb385730",1,"Fst_IndianChief"
"Zm00001eb385740",1,"TajimaD_Jarvis"
"Zm00001eb385810",1,"Fst_NHx_sorghum"
"Zm00001eb385890",1,"Fst_Jarvis"
"Zm00001eb385910",1,"Fst_NHx_sorghum"
"Zm00001eb385980",1,"Fst_NHx_sorghum"
"Zm00001eb386000",1,"Fst_NHx_sorghum"
"Zm00001eb386030",1,"Fst_NHx_sorghum"
"Zm00001eb386050",1,"Fst_NHx_sorghum"
"Zm00001eb386060",1,"Fst_NHx_sorghum"
"Zm00001eb386070",1,"Fst_NHx_sorghum"
"Zm00001eb386080",1,"Fst_NHx_sorghum"
"Zm00001eb386160",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb386170",1,"Fst_NHx_sorghum"
"Zm00001eb386180",1,"Fst_NHx_sorghum"
"Zm00001eb386190",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb386310",1,"Fst_NHx_sorghum"
"Zm00001eb386330",1,"Fst_NHx_sorghum"
"Zm00001eb386350",1,"Fst_NHx_sorghum"
"Zm00001eb386360",1,"Fst_NHx_sorghum"
"Zm00001eb386370",1,"Fst_NHx_sorghum"
"Zm00001eb386420",1,"Fst_IndianChief"
"Zm00001eb386450",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb386480",1,"Fst_N_Sorghum"
"Zm00001eb386490",1,"Fst_N_Sorghum"
"Zm00001eb386510",1,"Fst_N_Sorghum"
"Zm00001eb386520",1,"Fst_N_Sorghum"
"Zm00001eb386550",1,"Fst_N_Sorghum"
"Zm00001eb386560",1,"Fst_N_Sorghum"
"Zm00001eb386570",1,"Fst_N_Sorghum"
"Zm00001eb386580",1,"Fst_N_Sorghum"
"Zm00001eb386640",1,"Fst_N_Sorghum"
"Zm00001eb386650",1,"Fst_N_Sorghum"
"Zm00001eb386660",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb386670",1,"Fst_N_Sorghum"
"Zm00001eb386760",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb386820",1,"Fst_IndianChief"
"Zm00001eb386890",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb387100",1,"TajimaD_Jarvis"
"Zm00001eb387110",1,"TajimaD_Jarvis"
"Zm00001eb387130",1,"TajimaD_Jarvis"
"Zm00001eb387140",1,"TajimaD_Jarvis"
"Zm00001eb387160",1,"Fst_NHx_sorghum"
"Zm00001eb387170",1,"Fst_NHx_sorghum"
"Zm00001eb387190",1,"Fst_NHx_sorghum"
"Zm00001eb387250",1,"Fst_NHx_sorghum"
"Zm00001eb387270",1,"Fst_NHx_sorghum"
"Zm00001eb387310",1,"Fst_N_Sorghum"
"Zm00001eb387340",1,"Fst_N_Sorghum"
"Zm00001eb387360",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb387370",1,"Fst_N_Sorghum"
"Zm00001eb387460",1,"FarmCPU_envGWAS_N"
"Zm00001eb387470",1,"FarmCPU_envGWAS_N"
"Zm00001eb387500",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb387520",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb387550",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb387560",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb388100",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb388170",1,"MLM_envGWAS_NHx"
"Zm00001eb388180",1,"MLM_envGWAS_NHx"
"Zm00001eb388190",1,"Fst_N_Sorghum"
"Zm00001eb388220",1,"FarmCPU_envGWAS_N"
"Zm00001eb388230",1,"FarmCPU_envGWAS_N"
"Zm00001eb388370",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb388380",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb388430",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb388440",1,"Fst_N_Sorghum"
"Zm00001eb388510",1,"FarmCPU_envGWAS_N"
"Zm00001eb388580",1,"Fst_N_Sorghum"
"Zm00001eb388710",1,"Fst_Jarvis"
"Zm00001eb388720",1,"Fst_Jarvis"
"Zm00001eb388810",1,"TajimaD_Jarvis"
"Zm00001eb388840",1,"Fst_NHx_sorghum"
"Zm00001eb388930",1,"Fst_Jarvis"
"Zm00001eb388940",1,"Fst_Jarvis"
"Zm00001eb388950",1,"Fst_Jarvis"
"Zm00001eb389040",1,"Fst_Jarvis"
"Zm00001eb389080",1,"Fst_Jarvis"
"Zm00001eb389090",1,"Fst_Jarvis"
"Zm00001eb389100",1,"Fst_Jarvis"
"Zm00001eb389170",1,"Fst_N_maize"
"Zm00001eb389230",1,"Fst_N_maize"
"Zm00001eb389340",1,"Fst_N_maize"
"Zm00001eb389350",1,"Fst_N_maize"
"Zm00001eb389360",1,"Fst_N_maize"
"Zm00001eb389440",1,"Fst_N_maize"
"Zm00001eb389450",1,"Fst_N_maize"
"Zm00001eb389460",1,"Fst_N_maize"
"Zm00001eb389470",1,"Fst_N_maize"
"Zm00001eb389480",1,"Fst_N_maize"
"Zm00001eb389510",1,"Fst_N_maize"
"Zm00001eb389520",1,"Fst_N_maize"
"Zm00001eb389620",1,"TajimaD_IndianChief"
"Zm00001eb389630",1,"TajimaD_IndianChief"
"Zm00001eb389730",1,"TajimaD_Jarvis"
"Zm00001eb389750",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb389760",1,"Fst_IndianChief"
"Zm00001eb389770",1,"Fst_IndianChief"
"Zm00001eb389780",1,"Fst_IndianChief"
"Zm00001eb389800",1,"Fst_IndianChief"
"Zm00001eb389810",1,"Fst_IndianChief"
"Zm00001eb389820",1,"Fst_N_Sorghum"
"Zm00001eb389830",1,"Fst_N_Sorghum"
"Zm00001eb389840",1,"Fst_N_Sorghum"
"Zm00001eb389850",1,"Fst_N_Sorghum"
"Zm00001eb389960",1,"TajimaD_Jarvis"
"Zm00001eb390010",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb390020",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb390220",1,"TajimaD_Jarvis"
"Zm00001eb390230",1,"TajimaD_Jarvis"
"Zm00001eb390240",1,"TajimaD_Jarvis"
"Zm00001eb390260",1,"Fst_NHx_sorghum"
"Zm00001eb390290",1,"Fst_N_maize"
"Zm00001eb390300",1,"Fst_N_maize"
"Zm00001eb390310",1,"Fst_N_maize"
"Zm00001eb390340",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb390440",1,"TajimaD_IndianChief"
"Zm00001eb390560",1,"Fst_N_Sorghum"
"Zm00001eb390590",1,"FarmCPU_envGWAS_N"
"Zm00001eb390650",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb390660",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb390670",1,"TajimaD_IndianChief"
"Zm00001eb390680",1,"TajimaD_IndianChief"
"Zm00001eb390690",1,"TajimaD_IndianChief"
"Zm00001eb390700",1,"TajimaD_IndianChief"
"Zm00001eb390750",1,"Fst_N_Sorghum"
"Zm00001eb390760",1,"TajimaD_IndianChief"
"Zm00001eb390770",1,"TajimaD_IndianChief"
"Zm00001eb390780",1,"TajimaD_IndianChief"
"Zm00001eb390800",1,"TajimaD_IndianChief"
"Zm00001eb390820",1,"TajimaD_IndianChief"
"Zm00001eb390830",1,"TajimaD_IndianChief"
"Zm00001eb390840",1,"TajimaD_IndianChief"
"Zm00001eb390850",1,"TajimaD_IndianChief"
"Zm00001eb390860",1,"TajimaD_IndianChief"
"Zm00001eb390870",1,"TajimaD_IndianChief"
"Zm00001eb390880",1,"TajimaD_IndianChief"
"Zm00001eb390900",1,"TajimaD_IndianChief"
"Zm00001eb390910",1,"TajimaD_IndianChief"
"Zm00001eb390920",1,"TajimaD_IndianChief"
"Zm00001eb390930",1,"TajimaD_IndianChief"
"Zm00001eb390940",1,"TajimaD_IndianChief"
"Zm00001eb390960",1,"TajimaD_IndianChief"
"Zm00001eb390970",1,"TajimaD_IndianChief"
"Zm00001eb390980",1,"TajimaD_IndianChief"
"Zm00001eb391000",1,"TajimaD_IndianChief"
"Zm00001eb391010",1,"TajimaD_IndianChief"
"Zm00001eb391020",1,"TajimaD_IndianChief"
"Zm00001eb391030",1,"TajimaD_IndianChief"
"Zm00001eb391040",1,"TajimaD_IndianChief"
"Zm00001eb391050",1,"TajimaD_IndianChief"
"Zm00001eb391080",1,"Fst_Jarvis"
"Zm00001eb391090",1,"Fst_Jarvis"
"Zm00001eb391100",1,"Fst_Jarvis"
"Zm00001eb391110",1,"Fst_Jarvis"
"Zm00001eb391120",1,"Fst_Jarvis"
"Zm00001eb391150",1,"Fst_N_Sorghum"
"Zm00001eb391280",1,"TajimaD_IndianChief"
"Zm00001eb391290",1,"TajimaD_IndianChief"
"Zm00001eb391300",1,"TajimaD_IndianChief"
"Zm00001eb391310",1,"TajimaD_IndianChief"
"Zm00001eb391710",1,"MLM_envGWAS_NHx"
"Zm00001eb391720",1,"MLM_envGWAS_NHx"
"Zm00001eb391730",1,"MLM_envGWAS_NHx"
"Zm00001eb391890",1,"TajimaD_IndianChief"
"Zm00001eb391900",1,"TajimaD_IndianChief"
"Zm00001eb391930",1,"TajimaD_IndianChief"
"Zm00001eb391940",1,"TajimaD_IndianChief"
"Zm00001eb391950",1,"TajimaD_Jarvis"
"Zm00001eb391960",1,"TajimaD_Jarvis"
"Zm00001eb391970",1,"TajimaD_Jarvis"
"Zm00001eb392020",1,"TajimaD_Jarvis"
"Zm00001eb392030",1,"TajimaD_Jarvis"
"Zm00001eb392040",1,"TajimaD_Jarvis"
"Zm00001eb392050",1,"TajimaD_Jarvis"
"Zm00001eb392090",1,"TajimaD_Jarvis"
"Zm00001eb392100",1,"TajimaD_Jarvis"
"Zm00001eb392110",1,"TajimaD_Jarvis"
"Zm00001eb392120",1,"TajimaD_Jarvis"
"Zm00001eb392130",1,"TajimaD_Jarvis"
"Zm00001eb392170",1,"Fst_NHx_sorghum"
"Zm00001eb392190",1,"FarmCPU_envGWAS_N"
"Zm00001eb392200",1,"FarmCPU_envGWAS_N"
"Zm00001eb392210",1,"FarmCPU_envGWAS_N"
"Zm00001eb392220",1,"FarmCPU_envGWAS_N"
"Zm00001eb392230",1,"FarmCPU_envGWAS_N"
"Zm00001eb392280",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392290",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392300",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392310",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392420",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392430",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392460",1,"TajimaD_IndianChief"
"Zm00001eb392490",1,"Fst_NHx_sorghum"
"Zm00001eb392630",1,"Fst_N_Sorghum"
"Zm00001eb392670",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392780",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392790",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392800",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392830",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb392870",1,"TajimaD_IndianChief"
"Zm00001eb392960",1,"Fst_N_Sorghum"
"Zm00001eb392990",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb393000",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb393010",1,"Fst_N_Sorghum"
"Zm00001eb393090",1,"MLM_envGWAS_N"
"Zm00001eb393100",1,"MLM_envGWAS_N"
"Zm00001eb393110",1,"MLM_envGWAS_N"
"Zm00001eb393250",1,"MLM_envGWAS_NHx"
"Zm00001eb393270",1,"MLM_envGWAS_NHx"
"Zm00001eb393380",1,"MLM_envGWAS_NHx"
"Zm00001eb393450",1,"FarmCPU_envGWAS_N"
"Zm00001eb393460",1,"FarmCPU_envGWAS_N"
"Zm00001eb393480",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb393600",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb393670",1,"Fst_NHx_sorghum"
"Zm00001eb393680",1,"Fst_NHx_sorghum"
"Zm00001eb393760",1,"Fst_NHx_sorghum"
"Zm00001eb393770",1,"Fst_N_Sorghum"
"Zm00001eb393820",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb393830",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb393850",1,"Fst_NHx_sorghum"
"Zm00001eb393900",1,"Fst_NHx_sorghum"
"Zm00001eb393910",1,"Fst_N_Sorghum"
"Zm00001eb394040",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb394070",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb394080",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb394120",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb394140",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb394150",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb394190",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb394410",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394420",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394480",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb394490",1,"Fst_N_Sorghum"
"Zm00001eb394510",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb394520",1,"Fst_N_Sorghum"
"Zm00001eb394530",1,"Fst_N_Sorghum"
"Zm00001eb394590",1,"Fst_NHx_sorghum"
"Zm00001eb394600",1,"Fst_NHx_sorghum"
"Zm00001eb394670",1,"Fst_N_Sorghum"
"Zm00001eb394700",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb394710",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394720",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394730",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394740",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394790",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb394830",1,"Fst_N_Sorghum"
"Zm00001eb394980",1,"Fst_N_Sorghum"
"Zm00001eb395000",1,"Fst_N_Sorghum"
"Zm00001eb395040",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395050",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395060",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395070",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395080",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395090",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395210",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395230",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb395270",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb395280",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb395320",1,"Fst_NHx_sorghum"
"Zm00001eb395380",1,"Fst_NHx_sorghum"
"Zm00001eb395390",1,"Fst_NHx_sorghum"
"Zm00001eb395410",1,"Fst_NHx_sorghum"
"Zm00001eb395520",1,"Fst_NHx_sorghum"
"Zm00001eb395560",1,"Fst_NHx_sorghum"
"Zm00001eb395650",1,"Fst_N_Sorghum"
"Zm00001eb395660",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb395720",1,"Fst_N_Sorghum"
"Zm00001eb395760",1,"MLM_envGWAS_NHx"
"Zm00001eb395780",1,"MLM_envGWAS_NHx"
"Zm00001eb395790",1,"MLM_envGWAS_NHx"
"Zm00001eb395810",1,"TajimaD_IndianChief"
"Zm00001eb395820",1,"TajimaD_IndianChief"
"Zm00001eb395830",1,"TajimaD_IndianChief"
"Zm00001eb395840",1,"TajimaD_IndianChief"
"Zm00001eb395860",1,"MLM_envGWAS_N"
"Zm00001eb395870",1,"MLM_envGWAS_N"
"Zm00001eb395880",1,"MLM_envGWAS_N"
"Zm00001eb395890",1,"MLM_envGWAS_N"
"Zm00001eb395920",1,"MLM_envGWAS_N"
"Zm00001eb395930",1,"MLM_envGWAS_N"
"Zm00001eb395970",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb395980",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb396030",1,"FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb396150",1,"Fst_NHx_sorghum"
"Zm00001eb396240",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb396270",1,"Fst_N_Sorghum"
"Zm00001eb396290",1,"Fst_NHx_sorghum"
"Zm00001eb396330",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb396340",1,"Fst_N_Sorghum"
"Zm00001eb396360",1,"Fst_N_Sorghum"
"Zm00001eb396440",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb396490",1,"MLM_envGWAS_N_sorghum"
"Zm00001eb396500",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb396520",1,"Fst_N_Sorghum"
"Zm00001eb396940",1,"Fst_NHx_sorghum"
"Zm00001eb396950",1,"Fst_NHx_sorghum"
"Zm00001eb396960",1,"Fst_NHx_sorghum"
"Zm00001eb396980",1,"Fst_NHx_sorghum"
"Zm00001eb397000",1,"FarmCPU_envGWAS_N_sorghum"
"Zm00001eb397010",1,"Fst_N_Sorghum"
"Zm00001eb397020",1,"Fst_N_Sorghum"
"Zm00001eb397030",1,"Fst_N_Sorghum"
"Zm00001eb397050",1,"Fst_N_Sorghum"
"Zm00001eb397180",1,"TajimaD_Jarvis"
"Zm00001eb397200",1,"MLM_envGWAS_NHx_sorghum"
"Zm00001eb397230",1,"Fst_N_Sorghum"
"Zm00001eb397290",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb397300",1,"FarmCPU_envGWAS_NHx"
"Zm00001eb397310",1,"FarmCPU_envGWAS_NHx"
