MLM_envGWAS_N,MLM_envGWAS_NHx,FarmCPU_envGWAS_N,FarmCPU_envGWAS_NHx,Fst_N_maize,Fst_NHx_maize,MLM_envGWAS_N_sorghum,MLM_envGWAS_NHx_sorghum,FarmCPU_envGWAS_N_sorghum,FarmCPU_envGWAS_NHx_sorghum,Fst_N_Sorghum,Fst_NHx_sorghum,Fst_IndianChief,Fst_Jarvis,TajimaD_Jarvis,TajimaD_IndianChief
,,Zm00001eb152570,Zm00001eb358900,,,,,,,Zm00001eb138200,Zm00001eb119250,,,,
,,Zm00001eb152580,Zm00001eb358910,,,,,,,Zm00001eb119440,Zm00001eb264990,,,,
,,Zm00001eb243430,Zm00001eb358930,,,,,,,Zm00001eb016990,Zm00001eb224150,,,,
,,Zm00001eb243440,Zm00001eb159870,,,,,,,Zm00001eb394060,Zm00001eb338100,,,,
,,Zm00001eb243450,Zm00001eb159890,,,,,,,Zm00001eb410240,Zm00001eb137890,,,,
,,Zm00001eb186840,Zm00001eb075320,,,,,,,Zm00001eb070350,Zm00001eb146300,,,,
,,Zm00001eb315860,Zm00001eb075330,,,,,,,Zm00001eb194840,Zm00001eb220760,,,,
,,Zm00001eb315870,Zm00001eb075340,,,,,,,Zm00001eb428440,Zm00001eb256880,,,,
,,Zm00001eb315880,Zm00001eb103060,,,,,,,Zm00001eb270530,Zm00001eb195780,,,,
,,Zm00001eb330310,Zm00001eb103070,,,,,,,Zm00001eb016660,Zm00001eb252340,,,,
,,Zm00001eb330320,Zm00001eb103080,,,,,,,Zm00001eb270240,Zm00001eb180620,,,,
,,Zm00001eb330340,Zm00001eb433510,,,,,,,Zm00001eb161460,Zm00001eb314840,,,,
,,Zm00001eb330350,Zm00001eb433520,,,,,,,Zm00001eb425450,Zm00001eb244170,,,,
,,Zm00001eb330370,Zm00001eb433530,,,,,,,Zm00001eb398970,Zm00001eb353130,,,,
,,Zm00001eb129430,Zm00001eb433540,,,,,,,Zm00001eb276590,Zm00001eb358690,,,,
,,Zm00001eb129440,Zm00001eb433550,,,,,,,Zm00001eb279060,Zm00001eb074850,,,,
,,Zm00001eb129450,Zm00001eb433560,,,,,,,Zm00001eb293360,Zm00001eb070450,,,,
,,Zm00001eb318620,Zm00001eb433570,,,,,,,Zm00001eb430360,Zm00001eb078770,,,,
,,Zm00001eb318630,Zm00001eb433590,,,,,,,Zm00001eb292490,Zm00001eb101120,,,,
,,Zm00001eb318660,Zm00001eb433600,,,,,,,Zm00001eb106490,Zm00001eb021340,,,,
,,Zm00001eb318680,Zm00001eb433610,,,,,,,Zm00001eb123160,Zm00001eb344910,,,,
,,Zm00001eb318690,Zm00001eb225030,,,,,,,Zm00001eb227340,Zm00001eb228090,,,,
,,Zm00001eb318700,Zm00001eb225040,,,,,,,Zm00001eb081650,Zm00001eb426230,,,,
,,Zm00001eb082690,Zm00001eb266260,,,,,,,Zm00001eb054960,Zm00001eb359560,,,,
,,Zm00001eb311430,Zm00001eb266270,,,,,,,Zm00001eb245730,Zm00001eb415640,,,,
,,Zm00001eb311440,Zm00001eb266280,,,,,,,Zm00001eb366870,Zm00001eb015140,,,,
,,Zm00001eb414920,Zm00001eb266290,,,,,,,Zm00001eb230300,Zm00001eb119200,,,,
,,Zm00001eb414940,Zm00001eb266300,,,,,,,Zm00001eb418230,Zm00001eb066750,,,,
,,Zm00001eb330030,Zm00001eb141900,,,,,,,Zm00001eb194930,Zm00001eb341150,,,,
,,Zm00001eb330040,Zm00001eb141910,,,,,,,Zm00001eb287330,Zm00001eb321010,,,,
,,Zm00001eb198960,Zm00001eb213180,,,,,,,Zm00001eb100060,Zm00001eb352560,,,,
,,Zm00001eb198970,Zm00001eb213190,,,,,,,Zm00001eb020710,Zm00001eb333990,,,,
,,Zm00001eb158710,Zm00001eb213200,,,,,,,Zm00001eb428310,Zm00001eb133450,,,,
,,Zm00001eb158720,Zm00001eb213210,,,,,,,Zm00001eb016940,Zm00001eb247190,,,,
,,Zm00001eb158730,Zm00001eb213220,,,,,,,Zm00001eb120990,Zm00001eb078710,,,,
,,Zm00001eb158740,Zm00001eb213230,,,,,,,Zm00001eb339520,Zm00001eb423780,,,,
,,Zm00001eb357270,Zm00001eb213240,,,,,,,Zm00001eb137500,Zm00001eb126070,,,,
,,Zm00001eb357290,Zm00001eb213250,,,,,,,Zm00001eb258480,Zm00001eb197910,,,,
,,Zm00001eb357300,Zm00001eb213260,,,,,,,Zm00001eb269190,Zm00001eb172130,,,,
,,Zm00001eb357310,Zm00001eb213280,,,,,,,Zm00001eb142840,Zm00001eb137180,,,,
,,Zm00001eb123060,Zm00001eb205230,,,,,,,Zm00001eb020850,Zm00001eb228580,,,,
,,Zm00001eb353540,Zm00001eb205240,,,,,,,Zm00001eb200350,Zm00001eb268610,,,,
,,Zm00001eb353550,Zm00001eb173360,,,,,,,Zm00001eb108960,Zm00001eb407500,,,,
,,Zm00001eb353560,Zm00001eb173380,,,,,,,Zm00001eb431270,Zm00001eb257410,,,,
,,Zm00001eb036780,Zm00001eb373500,,,,,,,Zm00001eb192980,Zm00001eb239680,,,,
,,Zm00001eb036790,Zm00001eb373510,,,,,,,Zm00001eb227350,Zm00001eb297690,,,,
,,Zm00001eb036800,Zm00001eb373520,,,,,,,Zm00001eb106590,Zm00001eb009430,,,,
,,Zm00001eb036820,Zm00001eb295800,,,,,,,Zm00001eb289790,Zm00001eb419150,,,,
,,Zm00001eb036830,Zm00001eb295810,,,,,,,Zm00001eb378660,Zm00001eb253270,,,,
,,Zm00001eb036840,Zm00001eb295820,,,,,,,Zm00001eb387820,Zm00001eb104190,,,,
,,Zm00001eb036850,Zm00001eb295830,,,,,,,Zm00001eb048390,Zm00001eb192430,,,,
,,Zm00001eb036860,Zm00001eb054460,,,,,,,Zm00001eb300080,Zm00001eb361590,,,,
,,Zm00001eb306060,Zm00001eb062900,,,,,,,Zm00001eb297240,Zm00001eb071500,,,,
,,Zm00001eb274820,Zm00001eb062910,,,,,,,Zm00001eb216210,Zm00001eb175400,,,,
,,Zm00001eb274840,Zm00001eb062920,,,,,,,Zm00001eb365040,Zm00001eb427360,,,,
,,Zm00001eb274850,Zm00001eb219790,,,,,,,Zm00001eb406250,Zm00001eb320980,,,,
,,Zm00001eb274860,Zm00001eb219780,,,,,,,Zm00001eb301790,Zm00001eb278640,,,,
,,Zm00001eb274870,Zm00001eb219810,,,,,,,Zm00001eb059370,Zm00001eb107750,,,,
,,Zm00001eb198720,Zm00001eb074490,,,,,,,Zm00001eb195480,Zm00001eb198120,,,,
,,Zm00001eb198730,Zm00001eb074500,,,,,,,Zm00001eb296420,Zm00001eb122940,,,,
,,Zm00001eb375570,Zm00001eb074510,,,,,,,Zm00001eb225280,Zm00001eb036480,,,,
,,Zm00001eb375580,Zm00001eb074520,,,,,,,Zm00001eb023290,Zm00001eb270870,,,,
,,Zm00001eb375590,Zm00001eb074530,,,,,,,Zm00001eb352820,Zm00001eb101160,,,,
,,Zm00001eb375600,Zm00001eb074540,,,,,,,Zm00001eb025540,Zm00001eb417380,,,,
,,Zm00001eb365930,Zm00001eb249320,,,,,,,Zm00001eb142750,Zm00001eb440680,,,,
,,Zm00001eb365940,Zm00001eb249330,,,,,,,Zm00001eb171660,Zm00001eb153010,,,,
,,Zm00001eb365950,Zm00001eb249340,,,,,,,Zm00001eb299830,Zm00001eb382900,,,,
,,Zm00001eb365960,Zm00001eb037880,,,,,,,Zm00001eb377070,Zm00001eb416920,,,,
,,Zm00001eb365970,Zm00001eb037890,,,,,,,Zm00001eb223810,Zm00001eb131170,,,,
,,Zm00001eb365980,Zm00001eb037900,,,,,,,Zm00001eb197210,Zm00001eb203970,,,,
,,Zm00001eb283350,Zm00001eb037910,,,,,,,Zm00001eb228310,Zm00001eb251860,,,,
,,Zm00001eb283380,Zm00001eb009430,,,,,,,Zm00001eb017150,Zm00001eb071780,,,,
,,Zm00001eb283390,Zm00001eb009460,,,,,,,Zm00001eb301840,Zm00001eb075150,,,,
,,Zm00001eb283400,Zm00001eb009470,,,,,,,Zm00001eb334600,Zm00001eb270650,,,,
,,Zm00001eb283410,Zm00001eb236120,,,,,,,Zm00001eb068560,Zm00001eb407220,,,,
,,Zm00001eb316540,Zm00001eb209340,,,,,,,Zm00001eb400170,Zm00001eb320030,,,,
,,Zm00001eb314060,Zm00001eb209350,,,,,,,Zm00001eb245650,Zm00001eb035800,,,,
,,Zm00001eb314070,Zm00001eb209360,,,,,,,Zm00001eb062040,Zm00001eb137370,,,,
,,Zm00001eb314080,Zm00001eb209370,,,,,,,Zm00001eb405290,Zm00001eb355810,,,,
,,Zm00001eb314090,Zm00001eb209380,,,,,,,Zm00001eb082450,Zm00001eb308270,,,,
,,Zm00001eb099230,Zm00001eb209390,,,,,,,Zm00001eb064750,Zm00001eb075100,,,,
,,Zm00001eb099240,Zm00001eb209400,,,,,,,Zm00001eb078930,Zm00001eb146820,,,,
,,Zm00001eb040100,Zm00001eb209410,,,,,,,Zm00001eb201120,Zm00001eb243180,,,,
,,Zm00001eb040120,Zm00001eb432010,,,,,,,Zm00001eb276760,Zm00001eb103630,,,,
,,Zm00001eb431900,Zm00001eb432020,,,,,,,Zm00001eb024280,Zm00001eb012660,,,,
,,Zm00001eb431910,Zm00001eb432030,,,,,,,Zm00001eb058790,Zm00001eb268180,,,,
,,Zm00001eb431920,Zm00001eb432040,,,,,,,Zm00001eb019590,Zm00001eb089380,,,,
,,Zm00001eb285840,Zm00001eb432050,,,,,,,Zm00001eb204590,Zm00001eb136290,,,,
,,Zm00001eb260660,Zm00001eb246810,,,,,,,Zm00001eb186600,Zm00001eb355550,,,,
,,Zm00001eb260670,Zm00001eb246820,,,,,,,Zm00001eb214550,Zm00001eb324560,,,,
,,Zm00001eb260680,Zm00001eb246840,,,,,,,Zm00001eb208580,Zm00001eb385860,,,,
,,Zm00001eb260690,Zm00001eb139500,,,,,,,Zm00001eb379990,Zm00001eb004040,,,,
,,Zm00001eb260700,Zm00001eb163200,,,,,,,Zm00001eb291960,Zm00001eb050370,,,,
,,Zm00001eb272570,Zm00001eb163210,,,,,,,Zm00001eb267720,Zm00001eb354620,,,,
,,Zm00001eb272580,Zm00001eb163220,,,,,,,Zm00001eb408910,Zm00001eb092020,,,,
,,Zm00001eb272590,Zm00001eb163230,,,,,,,Zm00001eb043080,Zm00001eb014870,,,,
,,Zm00001eb272600,Zm00001eb163240,,,,,,,Zm00001eb428840,Zm00001eb395590,,,,
,,Zm00001eb339450,Zm00001eb036880,,,,,,,Zm00001eb297100,Zm00001eb261520,,,,
,,Zm00001eb339460,Zm00001eb036890,,,,,,,Zm00001eb400180,Zm00001eb326900,,,,
,,Zm00001eb339470,Zm00001eb036900,,,,,,,Zm00001eb251490,Zm00001eb420790,,,,
,,Zm00001eb032170,Zm00001eb154780,,,,,,,Zm00001eb213100,Zm00001eb410470,,,,
,,Zm00001eb032180,Zm00001eb154790,,,,,,,Zm00001eb408660,Zm00001eb303200,,,,
,,Zm00001eb032190,Zm00001eb058110,,,,,,,Zm00001eb236400,Zm00001eb353410,,,,
,,Zm00001eb314580,Zm00001eb058120,,,,,,,Zm00001eb429470,Zm00001eb188550,,,,
,,Zm00001eb319470,Zm00001eb058130,,,,,,,Zm00001eb397080,Zm00001eb195670,,,,
,,Zm00001eb319480,Zm00001eb041960,,,,,,,Zm00001eb070570,Zm00001eb146760,,,,
,,Zm00001eb319490,Zm00001eb041970,,,,,,,Zm00001eb143920,Zm00001eb335380,,,,
,,Zm00001eb319500,Zm00001eb288010,,,,,,,Zm00001eb066720,Zm00001eb385510,,,,
,,Zm00001eb136660,Zm00001eb288000,,,,,,,Zm00001eb209080,Zm00001eb075930,,,,
,,Zm00001eb136670,Zm00001eb288020,,,,,,,Zm00001eb229600,Zm00001eb148270,,,,
,,Zm00001eb136680,Zm00001eb288030,,,,,,,Zm00001eb386320,Zm00001eb354930,,,,
,,Zm00001eb136690,Zm00001eb288040,,,,,,,Zm00001eb080350,Zm00001eb259870,,,,
,,Zm00001eb136700,Zm00001eb288050,,,,,,,Zm00001eb420210,Zm00001eb175960,,,,
,,Zm00001eb311790,Zm00001eb288060,,,,,,,Zm00001eb261400,Zm00001eb289200,,,,
,,Zm00001eb311800,Zm00001eb256180,,,,,,,Zm00001eb115180,Zm00001eb168500,,,,
,,Zm00001eb311900,Zm00001eb256190,,,,,,,Zm00001eb283170,Zm00001eb184670,,,,
,,Zm00001eb433480,Zm00001eb256210,,,,,,,Zm00001eb338070,Zm00001eb049190,,,,
,,Zm00001eb433490,Zm00001eb256220,,,,,,,Zm00001eb173560,Zm00001eb298730,,,,
,,Zm00001eb433500,Zm00001eb256230,,,,,,,Zm00001eb237020,Zm00001eb080920,,,,
,,Zm00001eb406630,Zm00001eb017000,,,,,,,Zm00001eb144400,Zm00001eb172090,,,,
,,Zm00001eb059790,Zm00001eb017010,,,,,,,Zm00001eb185610,Zm00001eb118950,,,,
,,Zm00001eb059800,Zm00001eb141500,,,,,,,Zm00001eb294570,Zm00001eb126270,,,,
,,Zm00001eb059810,Zm00001eb247570,,,,,,,Zm00001eb261420,Zm00001eb298860,,,,
,,Zm00001eb059820,Zm00001eb364680,,,,,,,Zm00001eb020410,Zm00001eb304130,,,,
,,Zm00001eb059830,Zm00001eb364690,,,,,,,Zm00001eb065710,Zm00001eb250540,,,,
,,Zm00001eb059840,Zm00001eb364700,,,,,,,Zm00001eb275490,Zm00001eb252260,,,,
,,Zm00001eb059850,Zm00001eb364710,,,,,,,Zm00001eb293550,Zm00001eb079650,,,,
,,Zm00001eb059860,Zm00001eb364720,,,,,,,Zm00001eb183420,Zm00001eb052010,,,,
,,Zm00001eb059870,Zm00001eb364730,,,,,,,Zm00001eb220400,Zm00001eb421440,,,,
,,Zm00001eb030660,Zm00001eb364740,,,,,,,Zm00001eb370940,Zm00001eb296450,,,,
,,Zm00001eb389640,Zm00001eb004160,,,,,,,Zm00001eb060950,Zm00001eb416180,,,,
,,Zm00001eb389650,Zm00001eb004170,,,,,,,Zm00001eb281810,Zm00001eb359600,,,,
,,Zm00001eb389660,Zm00001eb034050,,,,,,,Zm00001eb225730,Zm00001eb201090,,,,
,,Zm00001eb389670,Zm00001eb034060,,,,,,,Zm00001eb342540,Zm00001eb385400,,,,
,,Zm00001eb052100,Zm00001eb034080,,,,,,,Zm00001eb377280,Zm00001eb299790,,,,
,,Zm00001eb052110,Zm00001eb034090,,,,,,,Zm00001eb232880,Zm00001eb226550,,,,
,,Zm00001eb227930,Zm00001eb164760,,,,,,,Zm00001eb015670,Zm00001eb214220,,,,
,,Zm00001eb227940,Zm00001eb164770,,,,,,,Zm00001eb384320,Zm00001eb167820,,,,
,,Zm00001eb227950,Zm00001eb164780,,,,,,,Zm00001eb397260,Zm00001eb428000,,,,
,,Zm00001eb227960,Zm00001eb164790,,,,,,,Zm00001eb373930,Zm00001eb162900,,,,
,,Zm00001eb021910,Zm00001eb164810,,,,,,,Zm00001eb231280,Zm00001eb327530,,,,
,,Zm00001eb021920,Zm00001eb164820,,,,,,,Zm00001eb048270,Zm00001eb088900,,,,
,,Zm00001eb021930,Zm00001eb098770,,,,,,,Zm00001eb252190,Zm00001eb205850,,,,
,,Zm00001eb021940,Zm00001eb255510,,,,,,,Zm00001eb257980,Zm00001eb370730,,,,
,,Zm00001eb338330,Zm00001eb255520,,,,,,,Zm00001eb185650,Zm00001eb088190,,,,
,,Zm00001eb338340,Zm00001eb255530,,,,,,,Zm00001eb183560,Zm00001eb291100,,,,
,,Zm00001eb338350,Zm00001eb255540,,,,,,,Zm00001eb377910,Zm00001eb035490,,,,
,,Zm00001eb268630,Zm00001eb255550,,,,,,,Zm00001eb076170,Zm00001eb155600,,,,
,,Zm00001eb268640,Zm00001eb255560,,,,,,,Zm00001eb221030,Zm00001eb101100,,,,
,,Zm00001eb268650,Zm00001eb200500,,,,,,,Zm00001eb369520,Zm00001eb187970,,,,
,,Zm00001eb312170,Zm00001eb200510,,,,,,,Zm00001eb074530,Zm00001eb327680,,,,
,,Zm00001eb369830,Zm00001eb200520,,,,,,,Zm00001eb184840,Zm00001eb339380,,,,
,,Zm00001eb369840,Zm00001eb200530,,,,,,,Zm00001eb373080,Zm00001eb189310,,,,
,,Zm00001eb369850,Zm00001eb323240,,,,,,,Zm00001eb015880,Zm00001eb346550,,,,
,,Zm00001eb369860,Zm00001eb323250,,,,,,,Zm00001eb207400,Zm00001eb295870,,,,
,,Zm00001eb113160,Zm00001eb323260,,,,,,,Zm00001eb048070,Zm00001eb395620,,,,
,,Zm00001eb113170,Zm00001eb323280,,,,,,,Zm00001eb287080,Zm00001eb026820,,,,
,,Zm00001eb332550,Zm00001eb323290,,,,,,,Zm00001eb252870,Zm00001eb320310,,,,
,,Zm00001eb332560,Zm00001eb323300,,,,,,,Zm00001eb185840,Zm00001eb158190,,,,
,,Zm00001eb332570,Zm00001eb036310,,,,,,,Zm00001eb396670,Zm00001eb145080,,,,
,,Zm00001eb332580,Zm00001eb036320,,,,,,,Zm00001eb070200,Zm00001eb155310,,,,
,,Zm00001eb148290,Zm00001eb036330,,,,,,,Zm00001eb271290,Zm00001eb418930,,,,
,,Zm00001eb148300,Zm00001eb036340,,,,,,,Zm00001eb061170,Zm00001eb363700,,,,
,,Zm00001eb148310,Zm00001eb375690,,,,,,,Zm00001eb293600,Zm00001eb036270,,,,
,,Zm00001eb072970,Zm00001eb375700,,,,,,,Zm00001eb293810,Zm00001eb046670,,,,
,,Zm00001eb072980,Zm00001eb375710,,,,,,,Zm00001eb293270,Zm00001eb275400,,,,
,,Zm00001eb072990,Zm00001eb375720,,,,,,,Zm00001eb434000,Zm00001eb417940,,,,
,,Zm00001eb073000,Zm00001eb375730,,,,,,,Zm00001eb227770,Zm00001eb412170,,,,
,,Zm00001eb351850,Zm00001eb375740,,,,,,,Zm00001eb312280,Zm00001eb180850,,,,
,,Zm00001eb351860,Zm00001eb375750,,,,,,,Zm00001eb388460,Zm00001eb386270,,,,
,,Zm00001eb351870,Zm00001eb373230,,,,,,,Zm00001eb017290,Zm00001eb376980,,,,
,,Zm00001eb195630,Zm00001eb373240,,,,,,,Zm00001eb316710,Zm00001eb143420,,,,
,,Zm00001eb195640,Zm00001eb373250,,,,,,,Zm00001eb060990,Zm00001eb251510,,,,
,,Zm00001eb317720,Zm00001eb373260,,,,,,,Zm00001eb378710,Zm00001eb068980,,,,
,,Zm00001eb288720,Zm00001eb373270,,,,,,,Zm00001eb076120,Zm00001eb008490,,,,
,,Zm00001eb288730,Zm00001eb077720,,,,,,,Zm00001eb434190,Zm00001eb063580,,,,
,,Zm00001eb288740,Zm00001eb077740,,,,,,,Zm00001eb191460,Zm00001eb322480,,,,
,,Zm00001eb288750,Zm00001eb077750,,,,,,,Zm00001eb044660,Zm00001eb069300,,,,
,,Zm00001eb199980,Zm00001eb077760,,,,,,,Zm00001eb352930,Zm00001eb079990,,,,
,,Zm00001eb329980,Zm00001eb077770,,,,,,,Zm00001eb376150,Zm00001eb044070,,,,
,,Zm00001eb329990,Zm00001eb077780,,,,,,,Zm00001eb005060,Zm00001eb235080,,,,
,,Zm00001eb330000,Zm00001eb249290,,,,,,,Zm00001eb269310,Zm00001eb351480,,,,
,,Zm00001eb330010,Zm00001eb221070,,,,,,,Zm00001eb327280,Zm00001eb177540,,,,
,,Zm00001eb330020,Zm00001eb221080,,,,,,,Zm00001eb171050,Zm00001eb072910,,,,
,,Zm00001eb424870,Zm00001eb221090,,,,,,,Zm00001eb184760,Zm00001eb324030,,,,
,,Zm00001eb424880,Zm00001eb221100,,,,,,,Zm00001eb019170,Zm00001eb423030,,,,
,,Zm00001eb424890,Zm00001eb425250,,,,,,,Zm00001eb292660,Zm00001eb424270,,,,
,,Zm00001eb308970,Zm00001eb425260,,,,,,,Zm00001eb428460,Zm00001eb171020,,,,
,,Zm00001eb308980,Zm00001eb425270,,,,,,,Zm00001eb172550,Zm00001eb247470,,,,
,,Zm00001eb308990,Zm00001eb425280,,,,,,,Zm00001eb161530,Zm00001eb269720,,,,
,,Zm00001eb309000,Zm00001eb425290,,,,,,,Zm00001eb072550,Zm00001eb095160,,,,
,,Zm00001eb119290,Zm00001eb425300,,,,,,,Zm00001eb195120,Zm00001eb036250,,,,
,,Zm00001eb119310,Zm00001eb189250,,,,,,,Zm00001eb191370,Zm00001eb186370,,,,
,,Zm00001eb119320,Zm00001eb189260,,,,,,,Zm00001eb016320,Zm00001eb159560,,,,
,,Zm00001eb119330,Zm00001eb189270,,,,,,,Zm00001eb209020,Zm00001eb301620,,,,
,,Zm00001eb119340,Zm00001eb189280,,,,,,,Zm00001eb197130,Zm00001eb385910,,,,
,,Zm00001eb119350,Zm00001eb189290,,,,,,,Zm00001eb201700,Zm00001eb358560,,,,
,,Zm00001eb119360,Zm00001eb189300,,,,,,,Zm00001eb398330,Zm00001eb145210,,,,
,,Zm00001eb119370,Zm00001eb189310,,,,,,,Zm00001eb290530,Zm00001eb282260,,,,
,,Zm00001eb119380,Zm00001eb189330,,,,,,,Zm00001eb200860,Zm00001eb257820,,,,
,,Zm00001eb119390,Zm00001eb189340,,,,,,,Zm00001eb094360,Zm00001eb066810,,,,
,,Zm00001eb119400,Zm00001eb189350,,,,,,,Zm00001eb098520,Zm00001eb125480,,,,
,,Zm00001eb119410,Zm00001eb189370,,,,,,,Zm00001eb311620,Zm00001eb269330,,,,
,,Zm00001eb119420,Zm00001eb326960,,,,,,,Zm00001eb220970,Zm00001eb415650,,,,
,,Zm00001eb119430,Zm00001eb326970,,,,,,,Zm00001eb267080,Zm00001eb275420,,,,
,,Zm00001eb330540,Zm00001eb326980,,,,,,,Zm00001eb387310,Zm00001eb214560,,,,
,,Zm00001eb330550,Zm00001eb346620,,,,,,,Zm00001eb405990,Zm00001eb128340,,,,
,,Zm00001eb330560,Zm00001eb430950,,,,,,,Zm00001eb020980,Zm00001eb167810,,,,
,,Zm00001eb144270,Zm00001eb430960,,,,,,,Zm00001eb316660,Zm00001eb248460,,,,
,,Zm00001eb144280,Zm00001eb430970,,,,,,,Zm00001eb236550,Zm00001eb257680,,,,
,,Zm00001eb144290,Zm00001eb430980,,,,,,,Zm00001eb071460,Zm00001eb195080,,,,
,,Zm00001eb144300,Zm00001eb430990,,,,,,,Zm00001eb432320,Zm00001eb438760,,,,
,,Zm00001eb431470,Zm00001eb431000,,,,,,,Zm00001eb172410,Zm00001eb073040,,,,
,,Zm00001eb431480,Zm00001eb431010,,,,,,,Zm00001eb171480,Zm00001eb400880,,,,
,,Zm00001eb431490,Zm00001eb431030,,,,,,,Zm00001eb439660,Zm00001eb089110,,,,
,,Zm00001eb431500,Zm00001eb251870,,,,,,,Zm00001eb290580,Zm00001eb261190,,,,
,,Zm00001eb431510,Zm00001eb251880,,,,,,,Zm00001eb158050,Zm00001eb183770,,,,
,,Zm00001eb431520,Zm00001eb251890,,,,,,,Zm00001eb322160,Zm00001eb174160,,,,
,,Zm00001eb169020,Zm00001eb251900,,,,,,,Zm00001eb171520,Zm00001eb008630,,,,
,,Zm00001eb169030,Zm00001eb251910,,,,,,,Zm00001eb119800,Zm00001eb318830,,,,
,,Zm00001eb169040,Zm00001eb251920,,,,,,,Zm00001eb297280,Zm00001eb291080,,,,
,,Zm00001eb417470,Zm00001eb016940,,,,,,,Zm00001eb245430,Zm00001eb080090,,,,
,,Zm00001eb417480,Zm00001eb016950,,,,,,,Zm00001eb340770,Zm00001eb100090,,,,
,,Zm00001eb417490,Zm00001eb016960,,,,,,,Zm00001eb160080,Zm00001eb201440,,,,
,,Zm00001eb343480,Zm00001eb204110,,,,,,,Zm00001eb361300,Zm00001eb422680,,,,
,,Zm00001eb343490,Zm00001eb416090,,,,,,,Zm00001eb254250,Zm00001eb378820,,,,
,,Zm00001eb343510,Zm00001eb416110,,,,,,,Zm00001eb418690,Zm00001eb379440,,,,
,,Zm00001eb343520,Zm00001eb416120,,,,,,,Zm00001eb079950,Zm00001eb336730,,,,
,,Zm00001eb343530,Zm00001eb354500,,,,,,,Zm00001eb241770,Zm00001eb362730,,,,
,,Zm00001eb343540,Zm00001eb354510,,,,,,,Zm00001eb363730,Zm00001eb344980,,,,
,,Zm00001eb138620,Zm00001eb354520,,,,,,,Zm00001eb352780,Zm00001eb053600,,,,
,,Zm00001eb138630,Zm00001eb196180,,,,,,,Zm00001eb264320,Zm00001eb062340,,,,
,,Zm00001eb138640,Zm00001eb003910,,,,,,,Zm00001eb313960,Zm00001eb147950,,,,
,,Zm00001eb138650,Zm00001eb003920,,,,,,,Zm00001eb434140,Zm00001eb431040,,,,
,,Zm00001eb418860,Zm00001eb003930,,,,,,,Zm00001eb331900,Zm00001eb116780,,,,
,,Zm00001eb418870,Zm00001eb105070,,,,,,,Zm00001eb066660,Zm00001eb278080,,,,
,,Zm00001eb354060,Zm00001eb069590,,,,,,,Zm00001eb424740,Zm00001eb044700,,,,
,,Zm00001eb354070,Zm00001eb069600,,,,,,,Zm00001eb318330,Zm00001eb227410,,,,
,,Zm00001eb417930,Zm00001eb069610,,,,,,,Zm00001eb413890,Zm00001eb411990,,,,
,,Zm00001eb417940,Zm00001eb069620,,,,,,,Zm00001eb106300,Zm00001eb338730,,,,
,,Zm00001eb417950,Zm00001eb069630,,,,,,,Zm00001eb274960,Zm00001eb160610,,,,
,,Zm00001eb367240,Zm00001eb001610,,,,,,,Zm00001eb256990,Zm00001eb182910,,,,
,,Zm00001eb367250,Zm00001eb001620,,,,,,,Zm00001eb342590,Zm00001eb416160,,,,
,,Zm00001eb367260,Zm00001eb001630,,,,,,,Zm00001eb073420,Zm00001eb361040,,,,
,,Zm00001eb367280,Zm00001eb001640,,,,,,,Zm00001eb102980,Zm00001eb113690,,,,
,,Zm00001eb367290,Zm00001eb001650,,,,,,,Zm00001eb433970,Zm00001eb405190,,,,
,,Zm00001eb367300,Zm00001eb001660,,,,,,,Zm00001eb071240,Zm00001eb221000,,,,
,,Zm00001eb367310,Zm00001eb193990,,,,,,,Zm00001eb077520,Zm00001eb109700,,,,
,,Zm00001eb122560,Zm00001eb194000,,,,,,,Zm00001eb239530,Zm00001eb158100,,,,
,,Zm00001eb122570,Zm00001eb194020,,,,,,,Zm00001eb153300,Zm00001eb183830,,,,
,,Zm00001eb122580,Zm00001eb194040,,,,,,,Zm00001eb304660,Zm00001eb245610,,,,
,,Zm00001eb122590,Zm00001eb100280,,,,,,,Zm00001eb017080,Zm00001eb093580,,,,
,,Zm00001eb077210,Zm00001eb100290,,,,,,,Zm00001eb015950,Zm00001eb105230,,,,
,,Zm00001eb077220,Zm00001eb036540,,,,,,,Zm00001eb427880,Zm00001eb212120,,,,
,,Zm00001eb196590,Zm00001eb036550,,,,,,,Zm00001eb243500,Zm00001eb069310,,,,
,,Zm00001eb378110,Zm00001eb036560,,,,,,,Zm00001eb442680,Zm00001eb051400,,,,
,,Zm00001eb378120,Zm00001eb036570,,,,,,,Zm00001eb214510,Zm00001eb053500,,,,
,,Zm00001eb378130,Zm00001eb036580,,,,,,,Zm00001eb210600,Zm00001eb327890,,,,
,,Zm00001eb378140,Zm00001eb245280,,,,,,,Zm00001eb373430,Zm00001eb235970,,,,
,,Zm00001eb378150,Zm00001eb245300,,,,,,,Zm00001eb427510,Zm00001eb196970,,,,
,,Zm00001eb387460,Zm00001eb245310,,,,,,,Zm00001eb119430,Zm00001eb081950,,,,
,,Zm00001eb387470,Zm00001eb245320,,,,,,,Zm00001eb358970,Zm00001eb430320,,,,
,,Zm00001eb387490,Zm00001eb245330,,,,,,,Zm00001eb209720,Zm00001eb298790,,,,
,,Zm00001eb400490,Zm00001eb430410,,,,,,,Zm00001eb162330,Zm00001eb216480,,,,
